"LAKNAM","MIDAS","STATION","SAMPDATE","AGENCY","PROJECT","TIME","SURVEYOR1","SURVEYOR2","SURVEYOR3","SURVEYOR4","WINDVEL","WINDDIR","CLOUDCVR","SECCHI","SECCBOT","SCOPE","REP","QA_CERT","GLOEO","COMMENTS"
"MARANACOOK L",5312.00,2.00,2000-7-18 0:00:00,"CW",3.00,"1115","MARTIN,JEREMY",,,,1.00,5.00,"C",4.70,"N","4","1","MA-0049",,
"MARANACOOK L",5312.00,2.00,2000-8-28 0:00:00,"CW",3.00,"1240","MARTIN,JEREMY",,,,2.00,1.00,"B",6.25,"N","4","1","MA-0049",,
"MARANACOOK L",5312.00,2.00,2000-9-19 0:00:00,"CW",3.00,"1550","MARTIN,JEREMY",,,,1.00,5.00,"C",5.70,"N","4","1","MA-0049",,
"MARANACOOK L",5312.00,2.00,2000-10-24 0:00:00,"CW",3.00,"1500","MARTIN,JEREMY",,,,2.00,5.00,"B",4.30,"N","4","1","MA-0049",,
"MARANACOOK L",5312.00,2.00,2001-5-22 0:00:00,"CW",3.00,"1340","MARTIN,JEREMY",,,,5.00,5.00,"C",4.70,"N","4","1","MA-0049",,
"MARANACOOK L",5312.00,2.00,2001-6-19 0:00:00,"CW",3.00,"1130","MARTIN,JEREMY",,,,2.00,5.00,"B",5.40,"N","4","1","MA-0049",,
"MARANACOOK L",5312.00,2.00,2001-7-23 0:00:00,"CW",3.00,"1130","MARTIN,JEREMY",,,,2.00,6.00,"B",6.20,"N","4","1","MA-0049",,
"MARANACOOK L",5312.00,2.00,2001-8-28 0:00:00,"CW",3.00,"1245","MARTIN,JEREMY",,,,3.00,5.00,"B",5.00,"N","4","1","MA-0049",,
"MARANACOOK L",5312.00,2.00,2001-9-26 0:00:00,"CW",3.00,"1100","MARTIN,JEREMY",,,,2.00,5.00,"B",4.80,"N","4","1","MA-0049",,
"MARANACOOK L",5312.00,2.00,2001-10-24 0:00:00,"CW",3.00,"1055","MARTIN,JEREMY",,,,2.00,5.00,"O",3.90,"N","4","1","MA-0049",,
"MARANACOOK L",5312.00,2.00,2002-5-30 0:00:00,"CW",3.00,"0910","FREDENBURG,JEFF",,,,1.00,4.00,"O",5.30,"N","4","1","FR-0674",,
"MARANACOOK L",5312.00,2.00,2002-6-1 0:00:00,"CW",3.00,"1245","DODGE,EDWARD",,,,7.00,8.00,"B",4.40,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2002-6-26 0:00:00,"CW",3.00,"1210","FREDENBURG,JEFF",,,,1.00,6.00,"C",4.60,"N","4","1","FR-0674",,
"MARANACOOK L",5312.00,2.00,2002-6-26 0:00:00,"CW",3.00,"1305","DODGE,EDWARD",,,,7.00,,"B",4.95,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2002-7-21 0:00:00,"CW",3.00,"1510","DODGE,EDWARD",,,,7.00,7.00,"B",5.50,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2002-7-31 0:00:00,"CW",3.00,"1100","FREDENBURG,JEFF",,,,3.00,8.00,"B",5.40,"N","4","1","FR-0674",,
"MARANACOOK L",5312.00,2.00,2002-8-5 0:00:00,"CW",3.00,"1415","DODGE,EDWARD",,,,7.00,6.00,"B",5.90,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2002-8-21 0:00:00,"CW",3.00,"1140","FREDENBURG,JEFF",,,,2.00,2.00,"B",6.30,"N","4","1","FR-0674",,
"MARANACOOK L",5312.00,2.00,2002-8-26 0:00:00,"CW",3.00,"1240","DODGE,EDWARD",,,,7.00,8.00,"C",5.30,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2002-9-3 0:00:00,"CW",3.00,"1350","DODGE,EDWARD",,,,7.00,8.00,"B",4.60,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2002-9-26 0:00:00,"CW",3.00,"1125","FREDENBURG,JEFF",,,,1.00,6.00,"C",3.85,"N","4","1","FR-0674",,
"MARANACOOK L",5312.00,2.00,2002-9-26 0:00:00,"CW",3.00,"1403","DODGE,EDWARD",,,,7.00,7.00,"B",5.10,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2002-10-5 0:00:00,"CW",3.00,"1215","DODGE,EDWARD",,,,7.00,8.00,"C",5.00,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2002-10-30 0:00:00,"CW",3.00,"1003","FREDENBURG,JEFF",,,,2.00,1.00,"B",3.85,"N","4","1","FR-0674",,
"MARANACOOK L",5312.00,2.00,2003-5-16 0:00:00,"CW",3.00,"1157","FREDENBURG,JEFF","FOLEY,ANDREW",,,4.00,2.00,"B",5.63,"N","4","2","FR-0674",,
"MARANACOOK L",5312.00,2.00,2003-5-16 0:00:00,"CW",3.00,"1157","FREDENBURG,JEFF","FOLEY,ANDREW",,,4.00,2.00,"B",5.85,"N","4","1","FR-0674",,
"MARANACOOK L",5312.00,2.00,2003-6-9 0:00:00,"CW",3.00,"1000","FREDENBURG,JEFF","FOLEY,ANDREW",,,3.00,6.00,"B",4.46,"N","4","1","FR-0674",,
"MARANACOOK L",5312.00,2.00,2003-6-28 0:00:00,"CW",3.00,"1230","DODGE,EDWARD",,,,7.00,,"B",4.95,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2003-7-5 0:00:00,"CW",3.00,"1510","DODGE,EDWARD",,,,10.00,7.00,"C",4.85,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2003-7-7 0:00:00,"CW",3.00,"1030","FOLEY,ANDREW","FREDENBURG,JEFF",,,2.00,3.00,"B",5.45,"N","4","1","FO-0730",,
"MARANACOOK L",5312.00,2.00,2003-7-7 0:00:00,"CW",3.00,"1030","FREDENBURG,JEFF","FOLEY,ANDREW",,,2.00,3.00,"B",5.46,"N","4","1","FR-0674",,
"MARANACOOK L",5312.00,2.00,2003-7-13 0:00:00,"CW",3.00,"1430","DODGE,EDWARD",,,,7.00,8.00,"B",5.20,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2003-7-28 0:00:00,"CW",3.00,"1730","DODGE,EDWARD",,,,7.00,8.00,"C",5.35,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2003-8-3 0:00:00,"CW",3.00,"1330","DODGE,EDWARD",,,,7.00,7.00,"O",5.25,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2003-8-7 0:00:00,"CW",3.00,"1041","FOLEY,ANDREW","FREDENBURG,JEFF",,,1.00,2.00,"C",5.33,"N","4","1","FO-0730",,
"MARANACOOK L",5312.00,2.00,2003-8-7 0:00:00,"CW",3.00,"1041","FREDENBURG,JEFF","FOLEY,ANDREW",,,1.00,2.00,"C",5.16,"N","4","1","FR-0674",,
"MARANACOOK L",5312.00,2.00,2003-8-24 0:00:00,"CW",3.00,"1405","DODGE,EDWARD",,,,9.00,1.00,,5.50,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2003-9-7 0:00:00,"CW",3.00,"1330","DODGE,EDWARD",,,,7.00,8.00,"B",5.45,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2003-9-10 0:00:00,"CW",3.00,"1200","DENNIS,WENDY","FREDENBURG,JEFF",,,1.00,6.00,"B",5.82,"N","4","1","DE-0023",,
"MARANACOOK L",5312.00,2.00,2003-9-10 0:00:00,"CW",3.00,"1200","FREDENBURG,JEFF","DENNIS,WENDY",,,1.00,6.00,"B",5.91,"N","4","1","FR-0674",,
"MARANACOOK L",5312.00,2.00,2003-9-19 0:00:00,"CW",3.00,"1435","DODGE,EDWARD",,,,10.00,1.00,"C",4.90,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2003-10-11 0:00:00,"CW",3.00,"1320","DODGE,EDWARD",,,,7.00,8.00,"O",4.85,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2003-10-14 0:00:00,"CW",3.00,"1230","FREDENBURG,JEFF","DENNIS,WENDY",,,2.00,4.00,"B",5.17,"N","4","1","FR-0674",,
"MARANACOOK L",5312.00,2.00,2004-5-8 0:00:00,"CW",3.00,"1210","DODGE,EDWARD",,,,3.00,1.00,"B",5.20,"N","4","1","DO-0532",,"data checked 04"
"MARANACOOK L",5312.00,2.00,2004-6-3 0:00:00,"CW",3.00,"1120","FREDENBURG,JEFF","ELLIS,JIM",,,7.00,6.00,"B",3.88,"N","4","1","FR-0674",,"data checked 04"
"MARANACOOK L",5312.00,2.00,2004-6-6 0:00:00,"CW",3.00,"1325","DODGE,EDWARD",,,,3.00,8.00,"C",4.30,"N","4","1","DO-0532",,"data checked 04"
"MARANACOOK L",5312.00,2.00,2004-6-20 0:00:00,"CW",3.00,"1415","DODGE,EDWARD",,,,10.00,8.00,"B",4.95,"N","4","1","DO-0532",,"data checked 04"
"MARANACOOK L",5312.00,2.00,2004-6-28 0:00:00,"CW",3.00,"1035","FREDENBURG,JEFF","DOMINIE,REID",,,3.00,8.00,"C",5.45,"N","4","1","FR-0674",,"data checked 04"
"MARANACOOK L",5312.00,2.00,2004-7-4 0:00:00,"CW",3.00,"1446","DODGE,EDWARD",,,,3.00,4.00,"C",5.30,"N","4","1","DO-0532",,"data checked 04"
"MARANACOOK L",5312.00,2.00,2004-7-18 0:00:00,"CW",3.00,"1505","DODGE,EDWARD",,,,3.00,6.00,"O",4.20,"N","4","1","DO-0532",,"data checked 04"
"MARANACOOK L",5312.00,2.00,2004-7-29 0:00:00,"CW",3.00,"1130","FREDENBURG,JEFF","DOMINIE,REID",,,3.00,5.00,"B",5.74,"N","4","1","FR-0674",,"data checked 04"
"MARANACOOK L",5312.00,2.00,2004-8-15 0:00:00,"CW",3.00,"1350","DODGE,EDWARD",,,,3.00,8.00,"B",5.60,"N","4","1","DO-0532",,"data checked 04"
"MARANACOOK L",5312.00,2.00,2004-8-19 0:00:00,"CW",3.00,"1135","FREDENBURG,JEFF","ELLIS,JIM",,,4.00,5.00,"O",5.95,"N","4","1","FR-0674",,"data checked 04"
"MARANACOOK L",5312.00,2.00,2004-8-22 0:00:00,"CW",3.00,"1255","DODGE,EDWARD",,,,3.00,8.00,"B",5.50,"N","4","1","DO-0532",,"data checked 04"
"MARANACOOK L",5312.00,2.00,2004-9-6 0:00:00,"CW",3.00,"1210","DODGE,EDWARD",,,,3.00,8.00,"C",5.40,"N","4","1","DO-0532",,"data checked 04"
"MARANACOOK L",5312.00,2.00,2004-9-24 0:00:00,"CW",3.00,"1030","FREDENBURG,JEFF","ELLIS,JIM",,,2.00,8.00,"B",4.88,"N","4","1","FR-0674",,"data checked 04"
"MARANACOOK L",5312.00,2.00,2004-9-26 0:00:00,"CW",3.00,"1350","DODGE,EDWARD",,,,10.00,2.00,"C",4.95,"N","4","1","DO-0532",,"data checked 04"
"MARANACOOK L",5312.00,2.00,2004-10-9 0:00:00,"CW",3.00,"1410","DODGE,EDWARD",,,,10.00,8.00,"C",4.90,"N","4","1","DO-0532",,"data checked 04"
"MARANACOOK L",5312.00,2.00,2004-10-28 0:00:00,"CW",3.00,"1140","FREDENBURG,JEFF","ELLIS,JIM",,,3.00,1.00,"B",4.10,"N","4","1","FR-0674",,"data checked 04"
"MARANACOOK L",5312.00,2.00,2005-5-29 0:00:00,"CW",3.00,"1130","DODGE,EDWARD",,,,7.00,2.00,"C",4.40,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2005-6-3 0:00:00,"CW",3.00,"1205","FREDENBURG,JEFF","ELLIS,JIM",,,1.00,5.00,"B",4.10,"N","4","1","FR-0674",,
"MARANACOOK L",5312.00,2.00,2005-6-26 0:00:00,"CW",3.00,"1245","DODGE,EDWARD",,,,7.00,7.00,"B",5.00,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2005-7-8 0:00:00,"CW",3.00,"1020","FREDENBURG,JEFF","ELLIS,JIM",,,2.00,8.00,"B",5.08,"N","4","1","FR-0674",,
"MARANACOOK L",5312.00,2.00,2005-7-10 0:00:00,"CW",3.00,"1310","DODGE,EDWARD",,,,7.00,7.00,"B",5.30,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2005-7-23 0:00:00,"CW",3.00,"1355","DODGE,EDWARD",,,,7.00,1.00,"B",5.10,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2005-7-27 0:00:00,"CW",3.00,"1150","FREDENBURG,JEFF","ELLIS,JIM",,,2.00,1.00,"B",5.57,"N","4","1","FR-0674",,
"MARANACOOK L",5312.00,2.00,2005-7-30 0:00:00,"CW",3.00,"1140","DODGE,EDWARD",,,,7.00,6.00,"B",5.45,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2005-8-23 0:00:00,"CW",3.00,"1210","FREDENBURG,JEFF","ELLIS,JIM",,,2.00,8.00,"C",5.30,"N","4","1","FR-0674",,
"MARANACOOK L",5312.00,2.00,2005-8-27 0:00:00,"CW",3.00,"1251","DODGE,EDWARD",,,,7.00,6.00,,5.65,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2005-9-11 0:00:00,"CW",3.00,"1405","DODGE,EDWARD",,,,11.00,7.00,"C",5.60,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2005-9-24 0:00:00,"CW",3.00,"1235","DODGE,EDWARD",,,,7.00,7.00,"C",5.50,"N","5","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2005-9-30 0:00:00,"CW",3.00,"1055","FREDENBURG,JEFF","ELLIS,JIM",,,3.00,8.00,"C",4.51,"N","4","1","FR-0674",,
"MARANACOOK L",5312.00,2.00,2005-10-28 0:00:00,"CW",3.00,"1035","FREDENBURG,JEFF","ELLIS,JIM",,,1.00,8.00,"O",3.69,"N","4","1","FR-0674",,
"MARANACOOK L",5312.00,2.00,2006-5-27 0:00:00,"CW",3.00,"1200","DODGE,EDWARD",,,,7.00,5.00,"B",4.30,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2006-5-31 0:00:00,"CW",3.00,"1111","ELLIS,JIM","DENNIS,WENDY",,,1.00,6.00,"C",4.70,"N","4","1","DE-0023",,
"MARANACOOK L",5312.00,2.00,2006-5-31 0:00:00,"CW",3.00,"1111","ELLIS,JIM","DENNIS,WENDY",,,1.00,6.00,"C",4.89,"N","4","1","EL-2095",,
"MARANACOOK L",5312.00,2.00,2006-5-31 0:00:00,"CW",3.00,"1111","ELLIS,JIM","DENNIS,WENDY",,,1.00,6.00,"C",4.90,"N","4","2","DE-0023",,
"MARANACOOK L",5312.00,2.00,2006-6-18 0:00:00,"CW",3.00,"1300","DODGE,EDWARD",,,,7.00,6.00,"B",4.80,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2006-6-21 0:00:00,"CW",3.00,"1143","ELLIS,JIM","MCLEOD,ANDY",,,0.00,0.00,"B",5.76,"N","4","1","EL-2095",,
"MARANACOOK L",5312.00,2.00,2006-7-9 0:00:00,"CW",3.00,"1505","DODGE,EDWARD",,,,7.00,6.00,"B",4.40,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2006-7-17 0:00:00,"CW",3.00,"1001","ELLIS,JIM","MCLEOD,ANDY",,,1.00,4.00,"B",4.89,"N","4","1","EL-2095",,
"MARANACOOK L",5312.00,2.00,2006-7-29 0:00:00,"CW",3.00,"1415","DODGE,EDWARD",,,,7.00,7.00,"B",3.60,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2006-8-16 0:00:00,"CW",3.00,"1024","ELLIS,JIM","MCLEOD,ANDY",,,2.00,8.00,"B",4.37,"N","4","1","EL-2095",,
"MARANACOOK L",5312.00,2.00,2006-8-19 0:00:00,"CW",3.00,"1400","DODGE,EDWARD",,,,7.00,6.00,"B",4.60,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2006-9-9 0:00:00,"CW",3.00,"1530","DODGE,EDWARD",,,,7.00,6.00,"B",5.20,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2006-9-20 0:00:00,"CW",3.00,"1213","ELLIS,JIM","MONAGLE,BILL",,,4.00,8.00,"B",6.01,"N","4","1","EL-2095",,
"MARANACOOK L",5312.00,2.00,2006-9-30 0:00:00,"CW",3.00,"1500","DODGE,EDWARD",,,,7.00,6.00,"C",4.00,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2006-10-31 0:00:00,"CW",3.00,"1009","ELLIS,JIM","MONAGLE,BILL",,,2.00,1.00,"B",2.96,"N","4","1","EL-2095",,
"MARANACOOK L",5312.00,2.00,2007-5-29 0:00:00,"CW",3.00,"1049","ELLIS,JIM","NIMS,BOB",,,6.00,1.00,"B",5.62,"N","4","1","EL-2095",,
"MARANACOOK L",5312.00,2.00,2007-6-2 0:00:00,"CW",3.00,"1230","DODGE,EDWARD",,,,7.00,7.00,"C",6.20,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2007-6-10 0:00:00,"CW",3.00,"1300","DODGE,EDWARD",,,,7.00,7.00,"B",5.00,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2007-6-18 0:00:00,"CW",3.00,"1028","ELLIS,JIM","NIMS,BOB",,,7.00,8.00,"B",5.89,"N","4","1","EL-2095",,
"MARANACOOK L",5312.00,2.00,2007-6-30 0:00:00,"CW",3.00,"1455","DODGE,EDWARD",,,,7.00,8.00,"B",5.15,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2007-7-13 0:00:00,"CW",3.00,"1330","DODGE,EDWARD",,,,8.00,6.00,"B",5.00,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2007-7-17 0:00:00,"CW",3.00,"1258","ELLIS,JIM","NIMS,BOB",,,1.00,6.00,"B",5.66,"N","4","1","EL-2095",,
"MARANACOOK L",5312.00,2.00,2007-7-22 0:00:00,"CW",3.00,"1230","DODGE,EDWARD",,,,7.00,1.00,"B",5.50,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2007-8-4 0:00:00,"CW",3.00,"1410","DODGE,EDWARD",,,,7.00,7.00,"C",6.05,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2007-8-14 0:00:00,"CW",3.00,"1235","DODGE,EDWARD",,,,7.00,7.00,"C",5.00,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2007-8-16 0:00:00,"CW",3.00,"1011","ELLIS,JIM","NIMS,BOB",,,3.00,6.00,"B",4.65,"N","4","1","EL-2095",,
"MARANACOOK L",5312.00,2.00,2007-8-26 0:00:00,"CW",3.00,"1525","DODGE,EDWARD",,,,7.00,1.00,"C",4.10,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2007-9-8 0:00:00,"CW",3.00,"1350","DODGE,EDWARD",,,,7.00,6.00,"B",4.80,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2007-9-23 0:00:00,"CW",3.00,"1510","DODGE,EDWARD",,,,7.00,6.00,"C",5.25,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2007-9-24 0:00:00,"CW",3.00,"1011","ELLIS,JIM",,,,1.00,8.00,"B",5.04,"N","4","1","EL-2095",,
"MARANACOOK L",5312.00,2.00,2007-10-6 0:00:00,"CW",3.00,"1315","DODGE,EDWARD",,,,7.00,7.00,"B",6.05,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2007-10-22 0:00:00,"CW",3.00,"1002","ELLIS,JIM","MONAGLE,BILL",,,0.00,0.00,"B",4.32,"N","4","1","EL-2095",,
"MARANACOOK L",5312.00,2.00,2008-5-21 0:00:00,"CW",3.00,"1130","ELLIS,JIM","DENNIS,MARK",,,1.00,2.00,"B",5.32,"N","4","1","EL-2095",,
"MARANACOOK L",5312.00,2.00,2008-6-7 0:00:00,"CW",3.00,"1410","DODGE,EDWARD",,,,7.00,6.00,"C",6.20,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2008-6-18 0:00:00,"CW",3.00,"1148","ELLIS,JIM","DENNIS,MARK",,,1.00,5.00,"B",5.64,"N","4","1","EL-2095",,
"MARANACOOK L",5312.00,2.00,2008-6-21 0:00:00,"CW",3.00,"1450","DODGE,EDWARD",,,,7.00,7.00,"B",5.85,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2008-7-5 0:00:00,"CW",3.00,"1345","DODGE,EDWARD",,,,7.00,7.00,"B",5.50,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2008-7-17 0:00:00,"CW",3.00,"1015","ELLIS,JIM","DENNIS,MARK",,,0.00,0.00,"B",5.80,"N","4","1","EL-2095",,
"MARANACOOK L",5312.00,2.00,2008-8-3 0:00:00,"CW",3.00,"1435","DODGE,EDWARD",,,,7.00,7.00,"B",5.12,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2008-8-14 0:00:00,"CW",3.00,"1205","ELLIS,JIM","DENNIS,MARK",,,0.00,0.00,"B",4.77,"N","4","1","EL-2095",,
"MARANACOOK L",5312.00,2.00,2008-8-23 0:00:00,"CW",3.00,"1510","DODGE,EDWARD",,,,7.00,6.00,"B",4.85,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2008-9-5 0:00:00,"CW",3.00,"1400","DODGE,EDWARD",,,,7.00,6.00,"B",4.60,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2008-9-13 0:00:00,"CW",3.00,"1235","DODGE,EDWARD",,,,7.00,6.00,"B",4.80,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2008-9-19 0:00:00,"CW",3.00,"1235","ELLIS,JIM","DENNIS,WENDY",,,1.00,2.00,"B",4.30,"N","4","1","DE-0023",,
"MARANACOOK L",5312.00,2.00,2008-9-19 0:00:00,"CW",3.00,"1235","ELLIS,JIM","DENNIS,WENDY",,,1.00,2.00,"B",4.30,"N","4","1","EL-2095",,
"MARANACOOK L",5312.00,2.00,2008-10-15 0:00:00,"CW",3.00,"1218","ELLIS,JIM","BURTON,RYAN",,,0.00,0.00,"B",4.22,"N","4","1","EL-2095",,
"MARANACOOK L",5312.00,2.00,2009-5-25 0:00:00,"CW",3.00,"1210","DODGE,ED",,,,7.00,7.00,"B",5.50,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2009-5-27 0:00:00,"CW",3.00,"1203","BURTON,RYAN","DENNIS,MARK",,,3.00,6.00,"O",5.25,"N","4","1","DE-2261",,
"MARANACOOK L",5312.00,2.00,2009-6-17 0:00:00,"CW",3.00,"1330","DODGE,ED",,,,7.00,7.00,"B",4.70,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2009-6-24 0:00:00,"CW",3.00,"1214","BURTON,RYAN","DENNIS,MARK",,,5.00,2.00,"O",3.52,"N","4","1","DE-2261",,
"MARANACOOK L",5312.00,2.00,2009-7-17 0:00:00,"CW",3.00,"1109","BURTON,RYAN","DENNIS,MARK",,,3.00,6.00,"B",4.81,"N","4","1","BU-0773",,
"MARANACOOK L",5312.00,2.00,2009-7-20 0:00:00,"CW",3.00,"1245","DODGE,ED",,,,7.00,6.00,"B",5.00,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2009-8-13 0:00:00,"CW",3.00,"1129","BURTON,RYAN","DENNIS,MARK",,,2.00,4.00,"B",5.36,"N","4","1","BU-0773",,
"MARANACOOK L",5312.00,2.00,2009-8-29 0:00:00,"CW",3.00,"1410","DODGE,ED",,,,7.00,7.00,"B",4.50,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2009-9-28 0:00:00,"CW",3.00,"1250","BURTON,RYAN","DENNIS,WENDY",,,2.00,6.00,"C",4.75,"N","4","1","DE-0023",,
"MARANACOOK L",5312.00,2.00,2009-10-20 0:00:00,"CW",3.00,"1227","BURTON,RYAN","MONAGLE,BILL",,,1.00,5.00,"C",3.04,"N","4","1","BU-0773",,
"MARANACOOK L",5312.00,2.00,2010-5-24 0:00:00,"CW",3.00,"1237","BURTON,RYAN","DENNIS,MARK",,,3.00,4.00,,3.52,"N","4","1","DE-2261",,
"MARANACOOK L",5312.00,2.00,2010-5-29 0:00:00,"CW",3.00,"0930","DODGE,ED",,,,7.00,7.00,"C",5.10,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2010-6-8 0:00:00,"CW",3.00,"1058","BURTON,RYAN","DENNIS,MARK",,,10.00,7.00,"C",5.28,"N","4","1","DE-2261",,
"MARANACOOK L",5312.00,2.00,2010-6-26 0:00:00,"CW",3.00,"1430","DODGE,ED",,,,7.00,6.00,"C",5.25,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2010-6-30 0:00:00,"CW",3.00,"1249","BURTON,RYAN","DENNIS,MARK",,,6.00,6.00,"C",5.71,"N","4","1","DE-2261",,
"MARANACOOK L",5312.00,2.00,2010-7-11 0:00:00,"CW",3.00,"1510","DODGE,ED",,,,7.00,6.00,"C",5.70,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2010-7-20 0:00:00,"CW",3.00,"1209","BURTON,RYAN","DENNIS,MARK",,,3.00,2.00,"C",5.74,"N","4","1","DE-2261",,
"MARANACOOK L",5312.00,2.00,2010-7-31 0:00:00,"CW",3.00,"1450","DODGE,ED",,,,7.00,7.00,"C",4.40,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2010-8-8 0:00:00,"CW",3.00,"1530","DODGE,ED",,,,7.00,6.00,"C",4.00,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2010-8-12 0:00:00,"CW",3.00,"1200","BURTON,RYAN","DENNIS,MARK",,,2.00,2.00,"B",4.51,"N","4","1","DE-2261",,
"MARANACOOK L",5312.00,2.00,2010-8-30 0:00:00,"CW",3.00,"1545","DODGE,ED",,,,7.00,6.00,"B",6.00,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2010-9-13 0:00:00,"CW",3.00,"1215","BURTON,RYAN","MONAGLE,WILLIAM",,,2.00,4.00,"O",5.03,"N","4","1","BU-0773",,
"MARANACOOK L",5312.00,2.00,2010-9-19 0:00:00,"CW",3.00,"1430","DODGE,ED",,,,7.00,5.00,"C",3.90,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2010-10-2 0:00:00,"CW",3.00,"1505","DODGE,ED",,,,7.00,2.00,"B",4.10,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2010-10-17 0:00:00,"CW",3.00,"1205","DODGE,ED",,,,7.00,8.00,"C",3.80,"N","4","1","DO-0532",,
"MARANACOOK L",5312.00,2.00,2010-10-20 0:00:00,"CW",3.00,"1415","BURTON,RYAN","DENNIS,WENDY",,,6.00,7.00,"B",4.28,"N","4","1","DE-0023",,
"MARANACOOK L",5312.00,2.00,2011-5-26 0:00:00,"CW",3.00,"1205","BURTON,RYAN","DENNIS,MARK",,,14.00,4.00,"B",5.38,"N","4","1","BU-0773",,
"MARANACOOK L",5312.00,2.00,2011-6-20 0:00:00,"CW",3.00,"1250","BURTON,RYAN","DENNIS,MARK",,,7.00,7.00,"B",4.57,"N","4","1","BU-0773",,
"MARANACOOK L",5312.00,2.00,2011-7-8 0:00:00,"CW",3.00,"1237","DENNIS,WENDY","DENNIS,MARK",,,3.00,4.00,"C",4.24,"N","4","1","DE-0023",,
"MARANACOOK L",5312.00,2.00,2011-7-8 0:00:00,"CW",3.00,"1237","DENNIS,WENDY","DENNIS,MARK",,,3.00,4.00,"C",4.29,"N","4","1","DE-2261",,
